idx,lake,date,T1,T2,T3,T4,T5,T6,cluster,season
1050,Taihu,44278,28.276,27.565,28.816,27.354,29.316,34.356,4,1
1051,Taihu,44279,33.879,29.224,29.052,28.086,29.103,28.816,2,1
1052,Taihu,44280,28.336,27.931,28.425,29.695,29.328,32.15,4,1
1053,Taihu,44281,31.655,30.488,30.869,31.659,35.388,38.521,4,1
1054,Taihu,44282,34.34,33.128,34.403,36.778,38.57,40.649,4,1
1055,Taihu,44284,30.696,29.474,31.148,31.884,31.394,39.396,4,1
1056,Taihu,44286,40.625,38.749,45.166,39.172,43.567,47.354,4,1
1057,Taihu,44287,39.722,39.225,43.233,39.524,35.872,33.182,3,1
1058,Taihu,44288,32.525,32.021,32.456,30.956,31.764,30.967,3,1
1059,Taihu,44289,30.984,29.095,30.849,28.617,28.653,29.818,2,1
1060,Taihu,44290,27.533,27.53,28.899,28.67,29.236,29.565,1,1
1061,Taihu,44291,32.625,27.823,28.99,27.671,28.258,28.873,2,1
1062,Taihu,44292,27.994,28.086,29.064,29.42,29.294,30.023,1,1
1063,Taihu,44293,32.832,31.367,30,32.156,30.229,33.497,4,1
1064,Taihu,44294,38.543,37.791,43.273,12.324,49.229,18.806,3,1
1065,Taihu,44295,18.636,22.612,21.515,25.519,28.226,30.628,4,1
1066,Taihu,44296,30.179,25.495,32.222,26.261,28.857,32.356,4,1
1067,Taihu,44297,28.961,30.323,33.1,30.172,28.312,25.795,3,1
1068,Taihu,44299,25.72,24.256,20.282,19.226,21.542,22.681,2,1
1069,Taihu,44300,20.862,20.617,23.597,22.794,25.113,30.75,4,1
1070,Taihu,44301,28.946,24.502,24.631,21.809,24.973,27.557,2,1
1071,Taihu,44302,27.083,25.231,25.607,24.268,21.945,25.772,2,1
1072,Taihu,44303,25.189,23.244,24.227,23.899,21.944,27.039,4,1
1073,Taihu,44304,22.532,24.126,22.103,24.408,21.418,25.938,4,1
1074,Taihu,44305,25.127,24.504,27.473,22.2,22.556,28.877,4,1
1075,Taihu,44307,30.676,25.957,36.704,40.893,33.676,31.368,1,1
1076,Taihu,44308,29.542,27.896,34.105,28.815,27.701,28.95,3,1
1077,Taihu,44309,25.087,24.987,25.675,24.383,20.326,23.421,3,1
1078,Taihu,44310,25.164,22.992,24.273,23.874,24.84,23.934,1,1
1079,Taihu,44311,24.675,23.457,22.717,22.651,21.193,24.984,2,1
1080,Taihu,44312,22.087,23.296,23.359,24.103,25.104,26.24,4,1
1081,Taihu,44314,22.903,22.974,21.534,19.455,21.336,22.183,2,1
1082,Taihu,44315,21.416,22.405,23.198,23.357,24.696,26.748,4,1
1083,Taihu,44316,24.488,21.723,24.718,25.1,26.137,29.182,4,1
1084,Taihu,44317,24.151,25.279,24.011,24.39,23.263,26.333,4,1
1085,Taihu,44318,22.776,24.256,28.49,29.15,32.516,27.675,1,1
1086,Taihu,44319,28.394,27.159,32.841,39.966,34.185,36.395,1,1
1087,Taihu,44320,33.618,28.785,28.104,22.803,20.529,18.011,3,1
1088,Taihu,44321,16.726,14.281,14.553,12.994,12.361,15.878,2,1
1089,Taihu,44322,15.157,16.89,16.827,16.193,14.327,15.918,3,1
1090,Taihu,44323,14.059,13.933,16.151,12.837,17.69,16.028,4,1
1091,Taihu,44324,14.982,14.365,15.476,50.02,17.057,15.505,1,1
1092,Taihu,44325,16.244,16.339,19.489,20.785,20.927,20.512,1,1
1093,Taihu,44326,22.244,24.171,23.857,23.867,22.694,20.935,3,1
1094,Taihu,44327,19.297,23.229,22.174,19.71,26.422,26.135,4,1
1095,Taihu,44328,23.156,21.384,16.185,19.989,20.835,15.15,2,1
1096,Taihu,44329,21.773,21.045,15.185,19.933,20.652,15.293,2,1
1097,Taihu,44330,21.351,20.777,15.214,20.979,18.072,15.603,2,1
1098,Taihu,44331,22.307,21.041,15.09,20.292,20.128,15.63,2,1
1099,Taihu,44332,20.587,20.718,22.403,21.911,23.53,15.115,3,1
1100,Taihu,44333,23.204,22.717,14.746,21.541,21.898,15.279,2,1
1101,Taihu,44339,22.886,25.712,25.23,23.244,25.107,23.544,3,1
1102,Taihu,44341,21.101,20.866,20.7,21.232,22.676,22.049,1,1
1103,Taihu,44344,17.661,20.37,21.663,21.446,22.317,20.961,1,1
1104,Taihu,44345,22.939,21.719,20.731,21.279,21.742,23.775,4,1
1105,Taihu,44346,21.033,21.153,19.49,19.708,20.382,22.229,4,1
1106,Taihu,44347,22.415,20.803,22.143,20.82,22.07,26.337,4,1
1107,Taihu,44348,24.251,24.184,23.407,24.166,25.24,30.201,4,1
1108,Taihu,44349,24.258,28.027,25.268,33.778,27.215,29.829,1,1
1109,Taihu,44350,29.286,32.434,28.925,27.24,29.987,26.319,3,1
1110,Taihu,44351,25.483,27.202,24.338,23.874,25.281,25.822,2,1
1111,Taihu,44352,26.272,25.638,23.111,22.278,22.42,26.29,2,1
1112,Taihu,44353,24.458,23.384,21.651,21.155,22.071,35.724,4,1
1113,Taihu,44354,23.305,23.492,21.457,7.003,19.736,23.855,2,1
1114,Taihu,44355,22.788,25.111,21.98,20.598,21.902,22.86,2,1
1115,Taihu,44356,24.343,25.558,22.85,21.649,25.545,34.418,4,2
1116,Taihu,44361,25.313,23.675,21.519,19.952,23.98,26.741,4,2
1117,Taihu,44364,21.756,23.026,22.592,20.456,19.389,19.208,3,2
1118,Taihu,44365,20.336,20.344,21.937,19.386,21.392,24.946,4,2
1119,Taihu,44366,22.884,22.916,21.769,21.799,21.535,20.476,3,2
1120,Taihu,44367,18.628,18.082,17.22,15.349,15.159,15.277,2,2
1121,Taihu,44368,15.536,15.592,16.638,15.695,15.434,16.7,4,2
1122,Taihu,44369,17.488,17.341,17.972,16.285,15.933,18.827,2,2
1123,Taihu,44370,18.521,18.095,16.964,17.07,17.61,18.5,2,2
1124,Taihu,44371,17.864,16.702,17.662,17.337,19.165,19.853,4,2
1125,Taihu,44372,18.779,18.395,22.021,19.717,20.553,21.942,4,2
1126,Taihu,44373,19.691,20.236,21.487,20.097,20.183,19.959,3,2
1127,Taihu,44374,20.36,20.048,19.601,19.432,20.032,19.508,2,2
1128,Taihu,44375,19.202,20.435,19.763,20.014,19.282,20.781,4,2
1129,Taihu,44376,22.639,23.925,23.414,21.084,22.726,24.353,2,2
1130,Taihu,44378,22.409,20.951,21.309,20.295,21.695,23.876,4,2
1131,Taihu,44380,22.262,20.653,23.732,20.863,21.924,21.919,3,2
1132,Taihu,44382,19.474,20.803,22.238,20.315,20.002,20.721,3,2
1133,Taihu,44383,22.496,21.738,21.673,23.056,24.973,24.449,1,2
1134,Taihu,44385,27.37,25.97,29.398,26.882,26.613,28.708,3,2
1135,Taihu,44387,23.111,23.306,24.771,15.926,21.514,17.619,3,2
1136,Taihu,44388,17.162,18.629,17.534,15.978,14.713,16.186,3,2
1137,Taihu,44390,20.261,18.006,26.726,20.857,21.176,21.762,3,2
1138,Taihu,44391,23.487,17.62,23.664,25.677,18.419,19.649,3,2
1139,Taihu,44392,19.414,17.167,19.601,20.809,19.84,20.01,1,2
1140,Taihu,44394,19.448,19.044,18.303,16.869,18.583,19.104,2,2
1141,Taihu,44395,17.168,16.258,21.226,19.826,18.83,18.586,1,2
1142,Taihu,44396,17.475,18.409,25.506,20.81,17.262,20.044,3,2
1143,Taihu,44398,23.336,24.775,33.411,25.516,25.172,30.516,3,2
1144,Taihu,44399,29.182,28.207,35.73,31.966,31.699,36.825,4,2
1145,Taihu,44400,34.881,33.888,27.478,16.378,27.956,29.768,2,2
1146,Taihu,44405,16.724,15.962,16.253,15.1,14.261,14.912,3,2
1147,Taihu,44406,17.195,17.548,16.76,15.406,14.181,16.086,3,2
1148,Taihu,44407,15.491,15.617,15.585,13.973,12.759,13.644,3,2
1149,Taihu,44408,16.214,15.851,16.859,14.031,14.808,15.421,3,2
1150,Taihu,44409,14.948,14.091,17.703,14.956,14.085,16.18,3,2
1151,Taihu,44410,17.829,16.337,17.689,16.112,16.419,20.002,4,2
1152,Taihu,44411,18.052,15.997,18.558,16.03,16.926,16.011,3,2
1153,Taihu,44412,15.678,15.646,17.306,14.532,13.906,15.15,3,2
1154,Taihu,44413,14.605,13.409,15.019,14.912,15.284,15.657,1,2
1155,Taihu,44414,15.687,14.197,14.641,98.46,24.039,24.846,1,2
1156,Taihu,44415,24.938,24.694,24.495,23.861,25.413,27.516,4,2
1157,Taihu,44416,24.659,24.432,24.471,25.826,24.881,24.618,1,2
1158,Taihu,44419,27.781,25.503,27.361,26.071,25.147,26.184,3,2
1159,Taihu,44420,26.25,25.241,25.478,24.129,25.147,25.158,2,2
1160,Taihu,44421,26.261,22.94,25.202,25.308,23.602,24.184,3,2
1161,Taihu,44422,22.912,23.154,23.3,22.194,21.997,22.709,3,2
1162,Taihu,44423,22.047,22.195,23.942,22.288,22.433,23.233,3,2
1163,Taihu,44424,21.666,21.959,22.341,21.89,21.396,21.795,3,2
1164,Taihu,44426,22.01,21.487,21.808,21.894,22.254,22.497,4,2
1165,Taihu,44427,23.049,22.7,22.925,22.396,22.355,26.093,4,2
1166,Taihu,44428,23.557,24.185,25.675,24.691,24.089,24.18,3,2
1167,Taihu,44429,23.816,24.611,25.273,24.956,24.175,23.598,3,2
1168,Taihu,44430,23.575,23.455,23.767,23.837,24.284,27.604,4,2
1169,Taihu,44431,24.984,26.137,26.696,25.54,24.748,28.351,4,2
1170,Taihu,44434,22.851,22.873,23.732,23.42,23.017,25.946,4,2
1171,Taihu,44435,24.259,23.697,25.325,24.851,24.804,24.741,1,2
1172,Taihu,44436,25.511,24.899,49.662,23.579,23.564,23.191,3,2
1173,Taihu,44437,23.912,23.181,24.124,24.065,23.656,24.042,1,2
1174,Taihu,44438,23.56,31.951,25.444,24.183,23.766,24.29,3,2
1175,Taihu,44439,25.661,25.086,26.307,25.189,25.429,26.222,4,2
1176,Taihu,44440,25.635,28.5,27.463,24.71,24.501,25.131,3,2
1177,Taihu,44441,24.182,24.568,25.877,24.809,24.95,28.894,4,2
1178,Taihu,44442,23.661,24.454,25.637,23.552,23.257,23.944,3,2
1179,Taihu,44443,24.425,24.16,28.055,24.613,24.502,27.33,4,2
1180,Taihu,44444,25.285,23.52,24.561,24.277,23.727,24.847,2,2
1181,Taihu,44445,24.858,25.392,25.27,25.414,25.258,26.273,4,2
1182,Taihu,44446,25.535,24.201,27.281,26.673,32.796,33.458,4,2
1183,Taihu,44447,33.38,33.033,37.212,34.678,33.188,33.056,3,2
1184,Taihu,44448,33.298,32.813,32.328,32.685,32.069,31.682,3,3
1185,Taihu,44449,32.103,32.053,32.952,31.572,31.687,32.7,3,3
1186,Taihu,44450,32.596,31.719,33.437,32.775,33.536,33.608,1,3
1187,Taihu,44451,34.301,33.689,34.04,33.787,33.092,33.032,3,3
1188,Taihu,44452,32.113,32.286,33.408,33.812,32.277,31.632,3,3
1189,Taihu,44453,31.473,31.874,32.7,31.32,31.165,34.217,4,3
1190,Taihu,44454,31.795,30.862,33.631,32.287,33.147,31.6,1,3
1191,Taihu,44455,34.506,32.669,33.524,33.639,32.449,31.488,3,3
1192,Taihu,44456,30.914,30.662,31.348,30.486,30.502,30.269,3,3
1193,Taihu,44457,30.819,30.65,32.116,31.713,31.197,33.285,4,3
1194,Taihu,44458,33.833,34.166,35.824,33.391,35.385,41.27,4,3
1195,Taihu,44459,36.803,37.794,42.688,44.628,49.576,43.894,1,3
1196,Taihu,44460,44.726,43.33,43.19,43.832,42.961,43.695,2,3
1197,Taihu,44461,39.115,40.616,42.891,39.698,37.475,39.231,3,3
1198,Taihu,44462,36.126,37.475,41.39,36.465,37.17,39.377,3,3
1199,Taihu,44463,37.157,38.298,38.7,38.126,41.738,58.32,4,3
1200,Taihu,44464,40.861,42.523,44.744,55.878,51.647,53.43,1,3
1201,Taihu,44466,38.281,40.87,41.76,37.971,35.367,38.527,3,3
1202,Taihu,44468,37.503,37.109,36.688,36.682,39.335,39.605,4,3
1203,Taihu,44469,34.704,33.081,38.083,33.217,33.137,33.181,3,3
1204,Taihu,44470,32.016,32.245,36.909,32.01,31.611,37.688,4,3
1205,Taihu,44471,32.742,32.339,33.567,33.218,34.353,36.873,4,3
1206,Taihu,44472,33.336,33.134,34.497,34.698,34.467,35.855,4,3
1207,Taihu,44474,33.829,33.234,38.571,36.305,36.691,35.556,1,3
1208,Taihu,44475,34.412,34.603,35.75,33.54,32.31,31.743,3,3
1209,Taihu,44476,31.129,31.336,31.324,31.134,32.247,33.259,4,3
1210,Taihu,44477,32.227,31.801,31.963,30.848,33.377,32.166,4,3
1211,Taihu,44478,31.961,32.803,34.48,33.214,32.003,35.146,4,3
1212,Taihu,44479,32.759,33.511,34.963,32.309,32.936,34.078,3,3
1213,Taihu,44480,31.894,30.942,31.692,32.661,31.349,31.112,3,3
1214,Taihu,44481,30.656,29.471,32.184,30.397,30.291,30.682,3,3
1215,Taihu,44482,30.392,29.976,31.648,29.662,29.213,30.243,3,3
1216,Taihu,44483,29.391,28.833,29.846,29.28,30.464,29.916,1,3
1217,Taihu,44484,28.968,29.953,31.371,29.441,29.584,29.909,3,3
1218,Taihu,44485,29.699,29.001,30.892,29.494,29.541,29.442,3,3
1219,Taihu,44486,27.76,27.919,28.05,27.383,27.983,26.955,3,3
1220,Taihu,44487,26.684,26.455,27.867,26.628,25.974,27.221,3,3
1221,Taihu,44488,26.552,25.912,26.797,26.678,26.799,26.68,1,3
1222,Taihu,44497,29.307,28.935,29.891,27.47,29.171,30.341,4,3
1223,Taihu,44498,30.299,30.082,32.214,29.508,28.568,29.802,3,3
1224,Taihu,44499,28.917,28.654,29.289,27.891,30.183,30.232,4,3
1225,Taihu,44500,30.646,29.02,29.592,29.392,28.879,31.053,4,3
1226,Taihu,44501,29.122,29.393,29.355,28.284,29.367,29.396,2,3
1227,Taihu,44502,28.744,27.925,29.725,29.74,29.13,29.315,1,3
1228,Taihu,44503,28.029,27.918,28.816,27.519,28.295,28.559,4,3
1229,Taihu,44505,30.605,30.107,32.974,31.723,30.298,30.416,3,3
1230,Taihu,44507,28.909,28.103,31.087,28.596,36.109,32.311,1,3
1231,Taihu,44510,36.042,30.107,32.427,32.543,30.763,31.103,2,3
1232,Taihu,44511,30.283,29.216,31.21,31.941,30.153,31.539,1,3
1233,Taihu,44512,29.004,29.177,28.925,27.266,26.679,26.94,3,3
1234,Taihu,44513,26.913,26.077,26.803,26.817,27.262,27.056,1,3
1235,Taihu,44514,25.619,26.182,25.728,25.959,26.285,26.256,4,3
1236,Taihu,44515,25.689,25.51,26.618,25.945,25.552,25.877,3,3
1237,Taihu,44516,24.963,25.116,25.883,25.343,25.116,25.449,3,3
1238,Taihu,44517,25.15,24.937,25.735,25.564,26.163,26.549,4,3
1239,Taihu,44518,26.208,26.349,27.497,26.097,26.129,26.061,3,3
1240,Taihu,44519,25.623,25.554,26.875,25.571,25.687,27.211,4,3
1241,Taihu,44520,26.182,26.386,26.881,26.713,27.727,28.834,4,3
1242,Taihu,44521,28.959,29.57,29.65,29.516,29.093,28.565,3,3
1243,Taihu,44522,28.313,27.799,28.368,27.645,26.66,26.518,3,3
1244,Taihu,44524,25.896,24.994,25.972,25.944,23.262,24.213,3,3
1245,Taihu,44525,24.156,23.513,23.662,24.309,24.377,23.869,1,3
1246,Taihu,44526,23.54,23.19,23.852,23.533,23.617,23.135,3,3
1247,Taihu,44527,24.008,23.509,24.174,23.886,25.272,25.094,4,3
1248,Taihu,44528,24.693,23.95,26.019,25.048,25.149,26.306,4,3
1249,Taihu,44529,25.004,24.517,25.152,24.651,25.209,24.982,1,3
1250,Taihu,44531,25.982,26.615,26.97,26.502,25.325,26.219,3,3
1251,Taihu,44532,25.455,25.172,26.388,25.94,25.793,25.811,1,3
1252,Taihu,44533,24.899,24.173,26.547,25.474,25.553,24.717,3,3
1253,Taihu,44534,23.616,23.903,24.569,23.367,24.069,23.951,3,3
1254,Taihu,44535,23.838,23.742,23.159,23.579,23.926,24.147,4,3
1255,Taihu,44541,25.379,25.017,25.63,27.187,25.875,24.934,1,4
1256,Taihu,44542,25.407,25.626,26.363,25.639,25.769,25.918,3,4
1257,Taihu,44543,25.496,25.286,24.99,24.044,25.144,23.618,3,4
1258,Taihu,44545,25.031,24.681,24.76,24.143,23.521,24.838,2,4
1259,Taihu,44546,25.223,24.539,24.69,25.848,25.918,25.526,1,4
1260,Taihu,44548,25.785,23.85,24.093,23.414,23.858,24.281,2,4
1261,Taihu,44549,23.611,23.284,23.93,23.571,24.7,24.897,4,4
1262,Taihu,44550,25.344,23.255,23.425,24.029,23.873,24.068,2,4
1263,Taihu,44553,25.428,23.388,26.799,26.338,24.702,28.497,4,4
1264,Taihu,44554,26.619,26.588,27.878,29.057,29.65,36.196,4,4
1265,Taihu,44555,29.322,28.958,28.677,26.623,28.178,31.127,4,4
1266,Taihu,44556,31.854,31.117,31.781,26.965,27.259,28.442,3,4
1267,Taihu,44557,29.105,27.753,30.676,26.774,26.639,28.163,3,4
1268,Taihu,44559,23.727,25.063,28.057,31.291,30.566,28.536,1,4
1269,Taihu,44560,31.369,32.094,31.912,26.564,30.459,27.131,3,4
1270,Taihu,44561,29.279,31.789,32.954,30.319,29.112,26.885,3,4
1271,Taihu,44562,31.425,31.095,32.209,37.789,27.169,34.438,3,4
1272,Taihu,44563,32.495,31.887,31.18,30.968,26.262,27.963,3,4
1273,Taihu,44564,34.436,29.833,34.826,31.029,33.042,28.798,3,4
1274,Taihu,44565,31.72,29.972,29.267,28.951,31.636,28.252,2,4
1275,Taihu,44566,31.99,31.751,31.549,33.554,30.996,29.378,3,4
1276,Taihu,44567,32.679,31.253,32.644,32.344,25.02,25.977,3,4
1277,Taihu,44568,27.772,26.029,32.955,24.171,23.703,24.071,3,4
1278,Taihu,44572,27.622,25.034,28.472,26.285,26.399,27.053,3,4
1279,Taihu,44573,25.56,27.668,23.916,25.694,28.96,22.75,1,4
1280,Taihu,44574,23.604,23.48,24.812,23.554,25.009,27.046,4,4
1281,Taihu,44576,25.989,26.768,28.656,29.831,35.371,26.479,1,4
1282,Taihu,44577,27.54,36.92,29.612,27.504,27.531,29.026,3,4
1283,Taihu,44578,29.651,30.901,37.777,29.138,34.379,30.446,3,4
1284,Taihu,44581,27.21,32.2,29.251,20.853,36.115,21.116,3,4
1285,Taihu,44582,33.275,20.82,20.975,20.922,37.551,47.071,4,4
1286,Taihu,44583,43.383,40.992,33.426,37.743,31.161,32.584,2,4
1287,Taihu,44584,35.191,36.231,35.592,49.488,36.368,32.324,1,4
1288,Taihu,44585,30.995,28.022,21.003,20.881,28.574,26.422,2,4
1289,Taihu,44586,20.897,26.614,20.859,27.685,28.772,21.052,1,4
1290,Taihu,44588,22.946,24.491,26.18,24.638,24.542,23.45,3,4
1291,Taihu,44589,23.046,24.151,25.2,24.833,24.169,26.128,4,4
1292,Taihu,44590,35.577,34.807,35.176,28.392,31.065,30.36,2,4
1293,Taihu,44591,30.02,29.743,30.993,26.071,27.212,30.163,2,4
1294,Taihu,44592,27.892,26.9,29.466,26.165,29.904,26.317,3,4
1295,Taihu,44593,24.712,22.59,29.136,22.804,25.05,26.254,3,4
1296,Taihu,44595,30.222,47.056,33.941,35.613,39.567,41.869,4,4
1297,Taihu,44596,33.128,37.633,54.776,41.835,53.944,54.851,1,4
1298,Taihu,44597,36.67,48.094,46.249,42.85,44.86,48.32,4,4
1299,Taihu,44598,46.94,45.523,37.789,35.386,43.467,45.177,2,4
1300,Taihu,44599,35.848,42.717,38.562,34.775,37.477,38.014,3,4
1301,Taihu,44600,37.443,43.22,41.651,36.777,30.683,37.531,3,4
1302,Taihu,44601,52.873,37.396,33.63,32.508,32.864,33.248,2,4
1303,Taihu,44602,36.194,33.526,38.446,29.677,38.027,33.729,2,4
1304,Taihu,44603,34.745,32.969,36.528,35.792,34.72,30.322,3,4
1305,Taihu,44604,31.119,33.205,35.556,29.842,32.287,38.694,4,4
1306,Taihu,44605,33.591,29.51,31.979,34.077,30.572,36.345,4,4
1307,Taihu,44606,30.538,33.379,30.497,27.59,28.377,29.566,2,4
1308,Taihu,44607,29.758,27.527,29.876,32.342,31.758,39.648,4,4
1309,Taihu,44608,30.373,28.711,49.446,26.696,28.512,29.011,3,4
1310,Taihu,44609,29.244,33.768,42.386,41.119,44.297,32.29,1,4
1311,Taihu,44610,30.075,34.539,38.981,34.798,34.083,34.627,3,4
1312,Taihu,44611,38.825,36.61,36.234,34.002,31.854,33.183,3,4
1313,Taihu,44612,40.346,35.156,32.253,29.223,26.492,28.698,2,4
1314,Taihu,44613,30.434,30.459,30.904,27.161,30.45,31.321,2,4
1315,Taihu,44614,35.023,25.82,30.158,27.862,31.833,29.147,2,4
1316,Taihu,44615,29.084,31.978,26.839,27.108,25.283,30.986,2,4
1317,Taihu,44616,32.069,29.533,26.618,29.324,27.056,26.057,2,4
1318,Taihu,44617,26.831,28.084,27.398,26.094,27.959,26.901,2,4
1319,Taihu,44618,26.252,27.531,27.076,26.518,24.703,26.004,3,4
1320,Taihu,44619,25.77,25.292,26.257,24.573,26.588,24.435,3,4
1321,Taihu,44622,27.603,25.749,26.246,24.69,25.25,28.207,2,4
1322,Taihu,44623,25.679,24.681,28.07,25.163,24.874,24.809,3,4
1323,Taihu,44624,24.065,25.718,27.043,25.234,27.674,25.562,1,4
1324,Taihu,44625,28.02,28.738,27.698,25.898,27.444,28.324,2,4
1325,Taihu,44626,28.743,26.283,30.506,29.404,30.512,31.673,4,4
1326,Taihu,44627,25.571,24.597,26.959,26.25,26.759,25.754,1,4
1327,Taihu,44628,23.879,24.268,27.5,25.747,26.169,24.762,1,4
1328,Taihu,44629,29.627,24.598,27.96,30.255,24.142,28.406,3,1
1329,Taihu,44630,24.553,24.508,26.711,26.115,27.639,28.724,4,1
1330,Taihu,44631,28.049,26.194,27.162,28.031,29.335,33.564,4,1
1331,Taihu,44632,28.063,27.751,33.733,31.729,34.046,32.015,1,1
1332,Taihu,44633,30.944,29.352,31.302,29.097,31.042,35.127,4,1
1333,Taihu,44634,33.124,31.159,33.062,30.229,33.056,30.744,3,1
1334,Taihu,44635,31.632,27.961,30.932,27.467,30.653,28.452,2,1
1335,Taihu,44636,27.288,27.945,30.117,26.265,30.232,27.873,1,1
1336,Taihu,44637,26.907,27.191,30.657,34.767,30.686,30.551,1,1
1337,Taihu,44638,29.147,28.468,32.112,27.922,27.791,27.064,3,1
1338,Taihu,44639,25.748,24.984,28.226,26.046,24.663,27.91,3,1
1339,Taihu,44640,26.231,25.483,25.078,25.473,26.105,25.566,2,1
1340,Taihu,44641,24.234,24.813,31.849,23.354,23.154,23.435,3,1
1341,Taihu,44642,20.811,18.203,18.122,15.838,15.611,16.232,2,1
1342,Taihu,44643,15.334,15.639,18.747,14.412,14.326,14.915,3,1
1343,Taihu,44644,13.731,13.652,15.355,14.478,15.23,17.426,4,1
1344,Taihu,44645,17.111,16.656,19.629,19.344,22.985,19.165,1,1
1345,Taihu,44646,16.821,17.781,20.551,18.681,18.778,17.921,3,1
1346,Taihu,44647,18.023,16.276,17.862,16.207,16.105,17.268,2,1
1347,Taihu,44648,16.444,16.3,17.761,18.142,19.449,17.219,1,1
1348,Taihu,44649,18.094,18.005,20.016,18.448,19.012,19.538,4,1
1349,Taihu,44650,17.384,17.061,19.068,16.573,16.465,19.656,4,1
1350,Taihu,44651,19.337,17.217,19.105,17.255,17.094,18.313,2,1
1351,Taihu,44652,15.72,15.56,17.435,16.28,16.735,19.161,4,1
1352,Taihu,44653,15.11,17.333,16.389,15.465,15.647,16.469,3,1
1353,Taihu,44654,15.712,16.394,18.313,16.203,15.976,17.71,3,1
1354,Taihu,44655,17.667,16.654,19.135,17.314,18.85,22.291,4,1
1355,Taihu,44656,20.768,19,21.957,26.054,22.081,24.084,1,1
1356,Taihu,44657,20.431,21.96,20.325,20.947,21.442,22.596,4,1
1357,Taihu,44658,21.591,17.998,20.929,19.232,18.212,22.183,4,1
1358,Taihu,44659,18.316,18.576,19.089,17.324,18.566,20.953,4,1
1359,Taihu,44661,20.072,20.276,22.761,19.317,23.838,33.298,4,1
1360,Taihu,44662,18.968,18.27,21.231,19.71,20.693,22.762,4,1
1361,Taihu,44663,19.539,21.187,20.144,19.49,18.574,18.338,3,1
1362,Taihu,44664,18.223,17.801,19.179,21.495,19.231,17.688,1,1
1363,Taihu,44665,18.398,20.47,20.701,17.946,21.624,17.165,3,1
1364,Taihu,44666,20.369,17.307,19.817,18.204,21.937,21.767,4,1
1365,Taihu,44667,16.713,17.048,18.164,16.443,16.541,17.843,3,1
1366,Taihu,44669,17.01,17.813,20.598,19.882,18.011,19.356,3,1
1367,Taihu,44670,20.221,20.005,23.857,19.963,19.183,18.831,3,1
1368,Taihu,44671,17.024,19.043,20.64,17.311,17.904,19.987,3,1
1369,Taihu,44672,19.26,18.935,21.965,19.163,18.468,20.094,3,1
1370,Taihu,44673,18.87,20.273,22.816,18.602,18.123,20.613,3,1
1371,Taihu,44674,18.229,19.058,23.557,18.126,18.281,20.238,3,1
1372,Taihu,44675,18.816,18.127,18.502,21.851,19.626,19.859,1,1
1373,Taihu,44676,19.263,18.316,20.84,20.479,20.535,22.501,4,1
1374,Taihu,44677,21.904,17.619,20.569,17.957,17.583,17.766,3,1
1375,Taihu,44678,17.587,17.736,18.86,19.954,20.392,23.165,4,1
1376,Taihu,44679,18.506,18.67,21.036,20.696,19.987,19.184,1,1
1377,Taihu,44680,17.987,17.324,20.643,18.889,18.241,20.354,4,1
1378,Taihu,44681,19.04,17.562,19.963,17.131,17.124,18.499,3,1
1379,Taihu,44682,16.139,17.732,16.855,17.232,16.076,18.172,4,1
1380,Taihu,44686,17.643,17.076,19.267,18.645,17.974,18.916,1,1
1381,Taihu,44688,21.347,18.232,20.945,23.577,19.36,23.47,1,1
1382,Taihu,44689,21.435,20.119,25.532,26.487,21.054,24.749,1,1
1383,Taihu,44691,20.302,19.95,21.939,18.804,19.657,20.014,3,1
1384,Taihu,44692,17.56,17.625,18.766,19.042,17.777,20.569,4,1
1385,Taihu,44693,18.613,18.504,20.643,20.712,19.164,20.257,1,1
1386,Taihu,44694,18.555,18.238,20.845,18.338,18.882,20.479,4,1
1387,Taihu,44695,18.135,17.264,18.298,16.87,17.628,18.275,2,1
1388,Taihu,44696,17.412,17.092,18.182,18.162,19.025,18.482,1,1
1389,Taihu,44697,18.692,17.516,18.553,17.609,17.874,18.22,2,1
1390,Taihu,44698,17.332,17.211,18.529,17.76,17.896,18.18,1,1
1391,Taihu,44144,2,3,2,4,2,3,1,3
1392,Taihu,44145,3,2,2,5,3,4,1,3
1393,Taihu,44146,3,3,2,3,4,4,4,3
1394,Taihu,44147,4,3,3,4,5,5,4,3
1395,Taihu,44148,4,4,3,4,4,4,1,3
1396,Taihu,44149,4,3,4,4,13,4,1,3
1397,Taihu,44150,4,3,3,5,9,4,1,3
1398,Taihu,44151,3,3,3,4,4,4,1,3
1399,Taihu,44152,4,4,4,4,2,3,3,3
1400,Taihu,44153,3,3,3,3,4,4,4,3
1401,Taihu,44154,4,4,4,4,3,2,3,3
1402,Taihu,44155,2,2,2,2,2,2,,3
1403,Taihu,44156,2,2,2,2,2,2,,3
1404,Taihu,44157,2,2,2,2,2,1,3,3
1405,Taihu,44158,2,2,2,2,1,2,3,3
1406,Taihu,44159,3,3,2,2,2,2,2,3
1407,Taihu,44160,2,2,2,2,2,3,4,3
1408,Taihu,44161,2,2,2,2,2,2,,3
1409,Taihu,44162,2,2,2,2,2,2,,3
1410,Taihu,44163,2,1,2,2,2,2,1,3
1411,Taihu,44164,2,1,1,1,1,1,2,3
1412,Taihu,44165,2,2,2,2,2,2,,3
1413,Taihu,44166,2,2,2,1,2,2,2,3
1414,Taihu,44167,2,1,1,1,2,2,4,3
1415,Taihu,44168,2,2,2,2,1,2,3,3
